,flat_street,flat_price,flat_room_count,flat_area,flat_district
443,"Десятинний пров., 7",20000,2,70.0,Шевченківський
444,"Антоновича вул. (Горького), 72",23000,3,130.0,Голосіївський
445,"Миколи Міхновського бульв. (Дружби Народів), 3а",11700,2,45.0,Печерський
446,"Євгена Коновальця вул. (Щорса), 34а",37000,2,86.0,Печерський
447,"Дмитрівська вул., 46",20000,2,102.0,Шевченківський
448,"Антоновича вул. (Горького), 44",51800,2,65.0,Голосіївський
449,"Тираспольська вул., 60",12500,1,43.0,Подільський
450,"Ахматової Анни вул., 13Д",15000,2,65.0,Дарницький
451,"Мейтуса композитора вул., 4",18000,3,110.0,Голосіївський
452,"Предславинська вул., 53",29600,1,58.0,Печерський
453,"Григоренка Петра просп., 24",19000,3,110.0,Дарницький
454,"Петропавлівська вул., 40",13000,1,35.0,Подільський
455,"Іоана Павла II вул. (Лумумби Патріса), 12",44400,2,65.0,Печерський
456,"Червоноткацька вул., 43",19000,3,106.0,Дніпровський
457,"Гулака Миколи вул., 4",18000,2,68.0,Оболонський
458,"Драгомирова вул., 20",51800,3,120.0,Печерський
459,"Андріївський узвiз, 2в",33300,2,55.0,Подільський
460,"Микільсько-Слобідська вул., 1а",18500,2,80.0,Дніпровський
461,"Балтійський пров., 3а",15000,2,60.0,Оболонський
462,"Євгена Сверстюка вул. (Раскової Марини), 6в",16500,1,45.0,Дніпровський
463,"Воскресенський бульв. (Перова), 24а",7000,2,40.0,Дніпровський
464,"Василя Тютюнника вул. (Барбюса Анрі), 53",25000,2,42.0,Печерський
465,"Воскресенська вул., 16б",11000,1,50.0,Дніпровський
467,"Юрія Поправки вул. (Миколи Лебедєва), 4/39а",14000,2,74.0,Дніпровський
468,"Князя Романа Мстиславича вул. (Жмаченка генерала), 28",20000,1,48.0,Дніпровський
469,"Мечникова вул., 4/1",29600,2,63.0,Печерський
470,"Лесі Українки бульв., 1/4",29600,2,60.0,Печерський
471,"Білоруська вул., 36а",27750,2,53.0,Шевченківський
472,"Кропивницького вул., 10",55500,5,263.0,Печерський
474,"Голосіївський просп. (40-річчя Жовтня), 15б",12500,2,50.0,Голосіївський
475,"Червоної Калини просп. (Маяковського Володимира), 72",12000,3,80.0,Деснянський
477,"Осокорська вул., 2а",15000,1,50.0,Дарницький
478,"Гоголівська вул., 27",23000,3,54.0,Шевченківський
479,"Кадетський Гай вул., 10",11600,1,31.0,Солом'янський
480,"Шевченка Тараса бульв., 2",27750,2,50.0,Шевченківський
482,"Глушкова академіка просп., 9Г",18000,2,51.0,Голосіївський
483,"Воскресенський бульв. (Перова), 20",7500,2,46.0,Дніпровський
484,"Євгена Коновальця вул. (Щорса), 44а",22200,1,68.0,Печерський
486,"Бессарабська пл., 5а",22163,2,78.0,Печерський
487,"Ахматової Анни вул., 31",14000,3,107.0,Дарницький
490,"Ревуцького вул., 40г",20000,2,60.0,Дарницький
491,"Руденко Лариси вул., 21",12000,1,44.0,Дарницький
492,"Бориса Гмирі вул., 18",11000,1,38.0,Дарницький
493,"Сікорського Ігоря вул. (Танкова), 4г",25900,2,74.0,Шевченківський
494,"Драгомирова вул., 2а",44400,3,105.0,Печерський
495,"Паньківська вул., 20/82",25900,2,54.0,Голосіївський
496,"Голосіївський просп. (40-річчя Жовтня), 60",44400,3,100.0,Голосіївський
497,"Шумського Юрія вул., 3-г",19943,2,74.0,Дніпровський
498,"Хорива вул., 39-41",44400,4,164.0,Подільський
499,"Хмельницького Богдана вул., 88",11850,1,35.0,Шевченківський
500,"Ахматової Анни вул., 35б",6700,1,43.0,Дарницький
501,"Сім’ї Кульженків вул. (Дехтяренка Петра), 37",12999,1,45.0,Оболонський
502,"Лесі Українки бульв., 7а",32000,2,77.0,Печерський
503,"Ділова вул., 2б",44400,4,173.0,Печерський
504,"Регенераторна вул., 4/3к",17000,2,70.0,Дніпровський
505,"Регенераторна вул., 4/5К",16000,1,42.0,Дніпровський
506,"Солом'янська вул., 14",7990,1,33.0,Солом'янський
507,"Тимошенка маршала вул., 13А",12500,1,61.0,Оболонський
508,"Ушакова Миколи вул., 14А",10500,1,48.0,Святошинський
509,"Запорожця Петра вул., 3",6000,1,42.0,Дніпровський
510,"Князя Романа Мстиславича вул. (Жмаченка генерала), 16",7000,2,48.0,Дніпровський
511,"Всеволода Змієнка вул., 21",13800,2,48.0,Подільський
515,"Донця Михайла вул., 2А",15500,2,53.0,Солом'янський
516,"Патріарха Мстислава Скрипника вул., 48А",22990,3,78.0,Солом'янський
517,"Лаврська вул., 21",18000,2,45.0,Печерський
518,"Дніпровська наб., 14А",22163,2,60.0,Дарницький
521,"Донця Михайла вул., 2А",15500,2,53.0,Солом'янський
522,"Патріарха Мстислава Скрипника вул., 48А",22990,3,78.0,Солом'янський
523,"Лаврська вул., 21",18000,2,45.0,Печерський
524,"Дніпровська наб., 14А",22163,2,60.0,Дарницький
526,"Джона Маккейна вул. (Кудрі Івана), 26",42550,2,52.0,Печерський
527,"Братиславська вул., 22",8000,4,50.0,Деснянський
528,"Голосіївський просп. (40-річчя Жовтня), 120",13000,3,62.0,Голосіївський
529,"Проспект Победы, 67",12000,1,46.0,Шевченківський
530,"Бориса Гмирі вул., 12б",11000,1,37.0,Дарницький
531,"Рудницького Степана вул. (Вільямса академіка), 5",14000,2,80.0,Голосіївський
532,"Писаржевського академіка вул., 8",11000,1,48.0,Голосіївський
533,"Дмитрівська вул., 69",16000,2,90.0,Шевченківський
534,"Тираспольська вул., 54",14500,2,44.0,Подільський
535,"Народного Ополчення вул., 6",8500,2,44.0,Солом'янський
536,"Міцкевича Адама вул., 5",8500,2,59.0,Солом'янський
537,"Шулявська вул., 15/23",11500,1,31.0,Шевченківський
538,"Соборності просп. (Возз'єднання), 30",15000,2,57.0,Дніпровський
539,"Глибочицька вул., 32-в",25900,2,76.0,Шевченківський
540,"Зарічна вул., 2-а",14000,2,50.0,Дарницький
